id,tenant_id,form_type,status,idempotency_key,city_code,district_code,industry,lng,lat,payload_required_name,created_by,created_at
form_000043,tenant_04,product,published,idem_000043,beijing,north,education,116.5366868,39.8681340,product_000043,user_04,2026-09-05T08:03:19+00:00
form_000044,tenant_05,merchant_info,published,idem_000044,beijing,south,restaurant,116.5444844,39.8568564,merchant_info_000044,user_05,2026-09-05T00:05:47+00:00
form_000045,tenant_06,property,published,idem_000045,beijing,core,hotel,116.5022581,39.9015816,property_000045,user_06,2026-09-12T03:08:44+00:00
form_000046,tenant_07,property,published,idem_000046,hangzhou,north,service,120.2272173,30.1884819,property_000046,user_07,2026-09-05T04:34:04+00:00
form_000047,tenant_08,product,published,idem_000047,shenzhen,core,hotel,114.2341131,22.7268238,product_000047,user_08,2026-09-08T19:17:58+00:00
form_000048,tenant_09,property,published,idem_000048,shanghai,east,restaurant,121.6342560,31.2142633,property_000048,user_09,2026-09-02T23:26:19+00:00
form_000049,tenant_10,property,published,idem_000049,shanghai,west,restaurant,121.4760776,31.2034258,property_000049,user_10,2026-09-06T05:33:18+00:00
form_000050,tenant_11,product,published,idem_000050,shanghai,south,retail,121.3899234,31.1391228,product_000050,user_11,2026-09-10T14:52:30+00:00
form_000051,tenant_12,report,published,idem_000051,shanghai,north,service,121.4549401,31.2026491,report_000051,user_12,2026-09-08T03:28:10+00:00
form_000052,tenant_13,product,published,idem_000052,beijing,north,hotel,116.5236134,39.8821491,product_000052,user_13,2026-09-14T19:59:28+00:00
form_000053,tenant_14,product,published,idem_000053,shenzhen,west,service,113.9112018,22.5530940,product_000053,user_14,2026-09-04T20:44:03+00:00
form_000054,tenant_15,product,published,idem_000054,shenzhen,east,retail,114.2549658,22.7219173,product_000054,user_15,2026-09-04T14:31:07+00:00
form_000055,tenant_16,report,published,idem_000055,beijing,west,education,116.5410641,39.8753413,report_000055,user_16,2026-09-14T01:44:36+00:00
form_000056,tenant_17,report,published,idem_000056,beijing,west,hotel,116.5595152,39.8525711,report_000056,user_17,2026-09-11T10:15:09+00:00
form_000057,tenant_18,property,published,idem_000057,beijing,south,education,116.2930562,39.9827413,property_000057,user_18,2026-09-02T17:27:49+00:00
form_000058,tenant_19,property,published,idem_000058,shanghai,south,service,121.4190197,31.2571964,property_000058,user_19,2026-09-07T14:17:32+00:00
form_000059,tenant_20,property,published,idem_000059,shenzhen,core,hotel,113.8926546,22.5060306,property_000059,user_20,2026-09-11T17:08:43+00:00
form_000060,tenant_01,merchant_info,draft,idem_000060,shanghai,south,service,121.6263162,31.1763252,merchant_info_000060,user_01,2026-09-09T23:32:23+00:00
form_000061,tenant_02,report,published,idem_000061,shanghai,east,retail,121.3638073,31.1192973,report_000061,user_02,2026-09-05T20:38:36+00:00
form_000062,tenant_03,property,published,idem_000062,beijing,west,hotel,116.4855582,39.9436816,property_000062,user_03,2026-09-11T21:03:21+00:00
form_000063,tenant_04,property,published,idem_000063,beijing,west,hotel,116.3391098,39.9785957,property_000063,user_04,2026-09-12T08:01:19+00:00
form_000064,tenant_05,report,published,idem_000064,shanghai,north,retail,121.6108097,31.1814124,report_000064,user_05,2026-09-10T09:20:33+00:00
form_000065,tenant_06,property,published,idem_000065,beijing,core,retail,116.3457529,39.9854084,property_000065,user_06,2026-09-09T09:34:18+00:00
form_000066,tenant_07,product,batched,idem_000066,shanghai,east,service,121.4287151,31.2655735,product_000066,user_07,2026-09-11T14:17:18+00:00
form_000067,tenant_08,report,published,idem_000067,beijing,west,hotel,116.4862816,39.9224807,report_000067,user_08,2026-09-08T12:52:25+00:00
form_000068,tenant_09,report,published,idem_000068,shenzhen,north,restaurant,114.2818383,22.7399327,report_000068,user_09,2026-09-13T02:00:09+00:00
form_000069,tenant_10,report,draft,idem_000069,hangzhou,west,education,120.1428433,30.2363032,report_000069,user_10,2026-09-05T10:24:29+00:00
form_000070,tenant_11,report,published,idem_000070,shenzhen,core,service,114.0679245,22.5384381,,user_11,2026-09-13T02:24:52+00:00
form_000071,tenant_12,property,published,idem_000071,shenzhen,core,education,114.0341053,22.5820017,property_000071,user_12,2026-09-05T00:53:31+00:00
form_000072,tenant_13,report,published,idem_000072,beijing,core,restaurant,116.2890991,40.0226609,report_000072,user_13,2026-09-08T20:17:28+00:00
form_000073,tenant_14,property,published,idem_000073,shanghai,west,service,121.3698895,31.1088208,property_000073,user_14,2026-09-10T10:03:25+00:00
form_000074,tenant_15,product,published,idem_000074,beijing,west,retail,116.5014477,39.8385596,product_000074,user_15,2026-09-10T12:36:50+00:00
form_000075,tenant_16,product,published,idem_000075,chengdu,core,education,104.0911942,30.5604650,product_000075,user_16,2026-09-02T00:05:02+00:00
form_000076,tenant_17,product,published,idem_000076,chengdu,east,hotel,104.0451359,30.5748939,product_000076,user_17,2026-09-08T11:21:04+00:00
form_000077,tenant_18,product,published,idem_000077,hangzhou,south,restaurant,119.9870445,30.2847655,product_000077,user_18,2026-09-05T01:45:13+00:00
form_000078,tenant_19,report,batched,idem_000078,shanghai,east,retail,121.4065541,31.1357298,report_000078,user_19,2026-09-02T09:43:14+00:00
form_000079,tenant_20,report,published,idem_000079,chengdu,west,retail,103.9437272,30.7374289,report_000079,user_20,2026-09-07T00:35:11+00:00
form_000080,tenant_01,product,published,idem_000080,hangzhou,north,retail,120.1484291,30.2310587,product_000080,user_01,2026-09-03T15:02:47+00:00
form_000081,tenant_02,report,published,idem_000081,shanghai,west,retail,121.4970775,31.2595653,report_000081,user_02,2026-09-10T06:50:28+00:00
form_000082,tenant_03,property,published,idem_000082,hangzhou,core,restaurant,119.9862399,30.2832670,property_000082,user_03,2026-09-12T00:24:14+00:00
form_000083,tenant_04,merchant_info,published,idem_000083,beijing,west,service,116.3943212,39.9116780,merchant_info_000083,user_04,2026-09-08T16:06:59+00:00
form_000084,tenant_05,merchant_info,published,idem_000084,hangzhou,north,service,120.0796677,30.2912626,merchant_info_000084,user_05,2026-09-02T00:10:28+00:00
form_000085,tenant_06,merchant_info,published,idem_000085,chengdu,core,hotel,104.1157825,30.6245480,merchant_info_000085,user_06,2026-09-07T19:09:30+00:00
form_000086,tenant_07,product,published,idem_000086,shenzhen,south,hotel,114.0435041,22.5924849,product_000086,user_07,2026-09-07T18:43:22+00:00
form_000087,tenant_08,product,published,idem_000087,hangzhou,north,hotel,120.0063828,30.2736648,product_000087,user_08,2026-09-02T20:39:57+00:00
form_000088,tenant_09,product,batched,idem_000088,shanghai,west,education,121.4848823,31.2229776,product_000088,user_09,2026-09-05T13:18:35+00:00
form_000089,tenant_10,product,published,idem_000089,beijing,core,education,116.4432441,39.9568342,product_000089,user_10,2026-09-06T12:25:56+00:00
form_000090,tenant_11,report,published,idem_000090,beijing,north,hotel,116.3135949,40.0213722,report_000090,user_11,2026-09-11T18:45:31+00:00
form_000091,tenant_12,report,published,idem_000091,beijing,east,hotel,116.4315099,39.9428951,report_000091,user_12,2026-09-09T07:34:31+00:00
form_000092,tenant_13,report,published,idem_000092,chengdu,west,retail,104.0837993,30.6146412,report_000092,user_13,2026-09-03T06:26:42+00:00
form_000093,tenant_14,merchant_info,processing,idem_000093,beijing,core,hotel,116.3930792,39.9022889,merchant_info_000093,user_14,2026-09-12T07:02:01+00:00
form_000094,tenant_15,report,batched,idem_000094,shenzhen,west,service,114.0909576,22.5163808,report_000094,user_15,2026-09-04T00:18:42+00:00
form_000095,tenant_16,merchant_info,batched,idem_000095,hangzhou,south,retail,120.2019320,30.1931005,merchant_info_000095,user_16,2026-09-06T19:21:43+00:00
form_000096,tenant_17,report,published,idem_000096,shenzhen,south,service,114.2655703,22.7113885,report_000096,user_17,2026-09-02T10:23:34+00:00
form_000097,tenant_18,property,published,idem_000097,shanghai,east,hotel,121.3635791,31.1138283,property_000097,user_18,2026-09-09T22:06:23+00:00
form_000098,tenant_19,report,published,idem_000098,hangzhou,south,hotel,120.2711643,30.2967170,report_000098,user_19,2026-09-01T22:54:25+00:00
form_000099,tenant_20,report,published,idem_000099,beijing,east,education,116.5585686,39.8903557,report_000099,user_20,2026-09-04T06:51:46+00:00
form_000100,tenant_01,product,published,idem_000100,shanghai,south,hotel,121.4905696,31.2069333,product_000100,user_01,2026-09-04T16:16:39+00:00
form_000101,tenant_02,report,draft,idem_000101,shanghai,south,education,121.5669533,31.2022503,report_000101,user_02,2026-09-04T19:51:30+00:00
form_000102,tenant_03,report,published,idem_000102,hangzhou,east,hotel,120.2190187,30.2116121,report_000102,user_03,2026-09-14T15:35:25+00:00
form_000103,tenant_04,property,published,idem_000103,chengdu,east,hotel,103.9385951,30.7378137,property_000103,user_04,2026-09-10T11:28:33+00:00
form_000104,tenant_05,merchant_info,published,idem_000104,chengdu,west,education,103.8931274,30.7659910,merchant_info_000104,user_05,2026-09-08T18:16:02+00:00
form_000105,tenant_06,product,published,idem_000105,chengdu,north,education,104.0824294,30.6564362,product_000105,user_06,2026-09-07T02:30:16+00:00
form_000106,tenant_07,property,published,idem_000106,shenzhen,east,restaurant,114.0536116,22.5483555,property_000106,user_07,2026-09-06T00:47:44+00:00
form_000107,tenant_08,merchant_info,published,idem_000107,beijing,core,hotel,116.4202203,39.9043087,merchant_info_000107,user_08,2026-09-11T17:21:57+00:00
form_000108,tenant_09,report,published,idem_000108,chengdu,south,hotel,104.0653007,30.6033758,report_000108,user_09,2026-09-09T23:19:31+00:00
form_000109,tenant_10,report,published,idem_000109,shanghai,west,restaurant,121.3848267,31.1318726,report_000109,user_10,2026-09-10T21:52:03+00:00
form_000110,tenant_11,merchant_info,published,idem_000110,beijing,west,restaurant,116.3279499,39.9590575,merchant_info_000110,user_11,2026-09-13T12:57:11+00:00
form_000111,tenant_12,merchant_info,published,idem_000111,hangzhou,core,service,120.1254273,30.2674085,merchant_info_000111,user_12,2026-09-07T20:29:54+00:00
form_000112,tenant_13,property,processing,idem_000112,chengdu,west,service,104.0927395,30.5775017,property_000112,user_13,2026-09-05T17:02:28+00:00
form_000113,tenant_14,property,published,idem_000113,shenzhen,east,education,114.0471992,22.5632355,property_000113,user_14,2026-09-10T09:15:21+00:00
form_000114,tenant_15,product,published,idem_000114,shenzhen,east,hotel,114.1014256,22.5163732,product_000114,user_15,2026-09-09T12:02:41+00:00
form_000115,tenant_16,product,batched,idem_000115,beijing,east,hotel,116.3133483,39.9504378,product_000115,user_16,2026-09-12T21:52:29+00:00
form_000116,tenant_17,report,published,idem_000116,beijing,west,retail,116.4059533,39.8723816,report_000116,user_17,2026-09-09T03:24:40+00:00
form_000117,tenant_18,merchant_info,processing,idem_000117,shanghai,north,restaurant,121.4895596,31.2062568,merchant_info_000117,user_18,2026-09-09T08:36:07+00:00
form_000118,tenant_19,property,published,idem_000118,shanghai,north,education,121.4991795,31.2288504,property_000118,user_19,2026-09-02T18:50:12+00:00
form_000119,tenant_20,property,published,idem_000119,shenzhen,core,hotel,113.9693622,22.4861286,property_000119,user_20,2026-09-11T15:45:08+00:00
form_000120,tenant_01,report,draft,idem_000120,chengdu,south,retail,103.8982763,30.7296233,report_000120,user_01,2026-09-07T13:15:36+00:00
form_000121,tenant_02,report,draft,idem_000121,shenzhen,core,education,113.9551672,22.5507585,report_000121,user_02,2026-09-01T17:54:06+00:00
form_000122,tenant_03,report,published,idem_000122,beijing,west,retail,116.3164307,39.9931080,report_000122,user_03,2026-09-10T22:26:55+00:00
form_000123,tenant_04,merchant_info,published,idem_000123,beijing,south,hotel,116.2791017,39.9647008,merchant_info_000123,user_04,2026-09-08T03:32:36+00:00
form_000124,tenant_05,merchant_info,published,idem_000124,shanghai,north,retail,121.4632801,31.2379774,merchant_info_000124,user_05,2026-09-12T15:13:03+00:00
form_000125,tenant_06,merchant_info,draft,idem_000125,hangzhou,core,restaurant,120.1699905,30.2899023,merchant_info_000125,user_06,2026-09-10T16:37:17+00:00
form_000126,tenant_07,report,published,idem_000126,beijing,core,restaurant,116.5724770,39.9178581,report_000126,user_07,2026-09-12T02:02:46+00:00
form_000127,tenant_08,merchant_info,published,idem_000127,beijing,east,hotel,116.2495496,40.2135057,merchant_info_000127,user_08,2026-09-07T02:21:28+00:00
form_000128,tenant_09,report,published,idem_000128,shanghai,west,hotel,121.5202272,31.2571681,report_000128,user_09,2026-09-04T15:11:40+00:00
form_000129,tenant_10,property,published,idem_000129,shenzhen,east,service,114.0399460,22.5397527,property_000129,user_10,2026-09-04T13:13:30+00:00
form_000130,tenant_11,merchant_info,published,idem_000130,shenzhen,west,retail,114.2556924,22.7067493,merchant_info_000130,user_11,2026-09-05T08:25:32+00:00
form_000131,tenant_12,product,published,idem_000131,beijing,core,retail,116.4685698,39.9563999,product_000131,user_12,2026-09-14T03:20:19+00:00
form_000132,tenant_13,product,published,idem_000132,chengdu,east,restaurant,104.0452406,30.6608213,product_000132,user_13,2026-09-07T23:29:02+00:00
form_000133,tenant_14,product,draft,idem_000133,hangzhou,core,hotel,119.9618285,30.2560535,product_000133,user_14,2026-09-09T15:21:33+00:00
form_000134,tenant_15,merchant_info,failed,idem_000134,shenzhen,west,education,113.8186723,22.7941476,merchant_info_000134,user_15,2026-09-05T19:03:51+00:00
form_000135,tenant_16,report,published,idem_000135,shanghai,west,education,121.4636380,31.2268986,report_000135,user_16,2026-09-05T00:38:33+00:00
form_000136,tenant_17,report,published,idem_000136,shanghai,north,hotel,121.4018422,31.1660278,report_000136,user_17,2026-09-12T07:24:57+00:00
form_000137,tenant_18,property,published,idem_000137,shanghai,core,education,121.4771575,31.2084819,property_000137,user_18,2026-09-05T20:49:44+00:00
form_000138,tenant_19,property,processing,idem_000138,shanghai,east,hotel,121.4825473,31.2163123,property_000138,user_19,2026-09-01T19:47:17+00:00
form_000139,tenant_20,property,published,idem_000139,shanghai,south,hotel,121.3589027,31.1189876,property_000139,user_20,2026-09-01T11:44:22+00:00
form_000140,tenant_01,property,published,idem_000140,shanghai,east,education,121.4633591,31.2171979,property_000140,user_01,2026-09-05T03:45:10+00:00
form_000141,tenant_02,merchant_info,published,idem_000141,shanghai,core,restaurant,121.5416282,31.2315036,merchant_info_000141,user_02,2026-09-09T10:40:28+00:00
form_000142,tenant_03,property,published,idem_000142,hangzhou,west,restaurant,120.1466942,30.2835040,property_000142,user_03,2026-09-09T07:31:46+00:00
form_000143,tenant_04,product,published,idem_000143,shenzhen,west,education,113.8244113,22.7984021,product_000143,user_04,2026-09-01T10:51:13+00:00
form_000144,tenant_05,product,published,idem_000144,shenzhen,north,education,113.8043885,22.7607846,product_000144,user_05,2026-09-07T10:09:33+00:00
form_000145,tenant_06,merchant_info,published,idem_000145,shanghai,west,service,121.3961549,31.1313624,merchant_info_000145,user_06,2026-09-08T10:54:33+00:00
form_000146,tenant_07,merchant_info,failed,idem_000146,shenzhen,south,restaurant,114.2444352,22.7116044,merchant_info_000146,user_07,2026-09-03T04:04:45+00:00
form_000147,tenant_08,report,published,idem_000147,shanghai,east,service,121.5036505,31.2783677,report_000147,user_08,2026-09-11T03:12:56+00:00
form_000148,tenant_09,property,published,idem_000148,shanghai,north,hotel,121.4937460,31.2651876,property_000148,user_09,2026-09-08T20:06:59+00:00
form_000149,tenant_10,merchant_info,failed,idem_000149,hangzhou,east,hotel,120.2492532,30.2282449,merchant_info_000149,user_10,2026-09-04T17:50:44+00:00
form_000150,tenant_11,property,published,idem_000150,hangzhou,south,education,120.2044023,30.1976273,property_000150,user_11,2026-09-10T01:09:12+00:00
form_000151,tenant_12,merchant_info,published,idem_000151,beijing,south,hotel,116.5633069,39.8944224,merchant_info_000151,user_12,2026-09-13T18:23:02+00:00
form_000152,tenant_13,report,published,idem_000152,beijing,north,hotel,116.4631498,39.9280071,report_000152,user_13,2026-09-03T14:02:47+00:00
form_000153,tenant_14,report,published,idem_000153,hangzhou,south,restaurant,120.2944247,30.3104054,report_000153,user_14,2026-09-08T22:20:24+00:00
form_000154,tenant_15,report,published,idem_000154,chengdu,west,service,104.1241240,30.6338898,report_000154,user_15,2026-09-06T16:23:38+00:00
form_000155,tenant_16,report,published,idem_000155,hangzhou,south,education,120.1957649,30.2311978,report_000155,user_16,2026-09-01T20:57:26+00:00
form_000156,tenant_17,product,published,idem_000156,beijing,north,education,116.5275144,39.8938299,product_000156,user_17,2026-09-01T17:54:50+00:00
form_000157,tenant_18,product,published,idem_000157,shenzhen,south,service,113.8902615,22.5087968,product_000157,user_18,2026-09-14T12:45:44+00:00
form_000158,tenant_19,product,published,idem_000158,shanghai,north,service,121.4616173,31.2546112,product_000158,user_19,2026-09-14T21:08:19+00:00
form_000159,tenant_20,property,published,idem_000159,shanghai,south,restaurant,121.6230129,31.2168171,property_000159,user_20,2026-09-12T04:46:11+00:00
form_000160,tenant_01,product,draft,idem_000160,beijing,west,retail,116.5437703,39.8699696,product_000160,user_01,2026-09-10T11:41:40+00:00
form_000161,tenant_02,property,published,idem_000161,shenzhen,north,service,114.2454930,22.7285318,property_000161,user_02,2026-09-11T07:19:40+00:00
form_000162,tenant_03,product,published,idem_000162,shanghai,east,service,121.5038637,31.2290796,product_000162,user_03,2026-09-12T03:02:53+00:00
form_000163,tenant_04,report,published,idem_000163,shenzhen,core,hotel,114.1051868,22.5880248,report_000163,user_04,2026-09-01T17:16:07+00:00
form_000164,tenant_05,report,published,idem_000164,shanghai,east,hotel,121.3467155,31.1294716,report_000164,user_05,2026-09-14T09:43:08+00:00
form_000165,tenant_06,report,published,idem_000165,shanghai,core,restaurant,121.4220402,31.1224589,report_000165,user_06,2026-09-02T08:03:02+00:00
form_000166,tenant_07,merchant_info,published,idem_000166,beijing,west,retail,116.2115758,40.2393791,merchant_info_000166,user_07,2026-09-03T02:32:19+00:00
form_000167,tenant_08,property,published,idem_000167,shanghai,west,education,121.5329068,31.2580072,property_000167,user_08,2026-09-09T07:49:58+00:00
form_000168,tenant_09,merchant_info,published,idem_000168,beijing,south,retail,116.5499747,39.8595450,merchant_info_000168,user_09,2026-09-13T07:20:49+00:00
form_000169,tenant_10,merchant_info,processing,idem_000169,beijing,north,service,116.4000332,39.9238825,merchant_info_000169,user_10,2026-09-10T01:13:08+00:00
form_000170,tenant_11,product,failed,idem_000170,shanghai,core,retail,121.5143702,31.2292941,product_000170,user_11,2026-09-12T19:48:50+00:00
form_000171,tenant_12,merchant_info,published,idem_000171,shanghai,east,hotel,121.4951088,31.2325932,merchant_info_000171,user_12,2026-09-14T21:52:15+00:00
form_000172,tenant_13,property,published,idem_000172,shenzhen,east,restaurant,114.0844065,22.5422129,property_000172,user_13,2026-09-13T19:31:27+00:00
form_000173,tenant_14,product,published,idem_000173,shenzhen,core,retail,114.0558484,22.5393065,product_000173,user_14,2026-09-03T13:09:45+00:00
form_000174,tenant_15,merchant_info,published,idem_000174,hangzhou,core,hotel,120.2586532,30.3193421,merchant_info_000174,user_15,2026-09-01T19:37:39+00:00
form_000175,tenant_16,product,published,idem_000175,beijing,west,hotel,116.4697838,39.9565431,product_000175,user_16,2026-09-14T16:47:31+00:00
form_000176,tenant_17,property,published,idem_000176,hangzhou,west,restaurant,120.1652166,30.2990442,property_000176,user_17,2026-09-09T11:40:57+00:00
form_000177,tenant_18,property,failed,idem_000177,chengdu,east,retail,104.1010314,30.6201410,property_000177,user_18,2026-09-06T05:18:29+00:00
form_000178,tenant_19,product,published,idem_000178,hangzhou,west,restaurant,120.0138114,30.3202160,product_000178,user_19,2026-09-09T17:52:57+00:00
form_000179,tenant_20,product,published,idem_000179,shenzhen,south,hotel,114.0671279,22.5075212,product_000179,user_20,2026-09-11T03:11:56+00:00
form_000180,tenant_01,product,published,idem_000180,shanghai,west,service,121.4781617,31.2195087,product_000180,user_01,2026-09-14T17:02:37+00:00
form_000181,tenant_02,merchant_info,published,idem_000181,shanghai,core,service,121.5009530,31.2603876,merchant_info_000181,user_02,2026-09-02T12:19:43+00:00
form_000182,tenant_03,merchant_info,batched,idem_000182,beijing,east,restaurant,116.4718742,39.9449676,merchant_info_000182,user_03,2026-09-11T00:21:30+00:00
form_000183,tenant_04,property,published,idem_000183,shenzhen,north,education,114.2747605,22.7323467,property_000183,user_04,2026-09-06T02:46:59+00:00
form_000184,tenant_05,property,published,idem_000184,hangzhou,core,service,120.0813031,30.3386177,property_000184,user_05,2026-09-05T13:38:01+00:00
form_000185,tenant_06,product,processing,idem_000185,chengdu,north,service,104.1039258,30.6441752,product_000185,user_06,2026-09-14T08:13:27+00:00
form_000186,tenant_07,property,published,idem_000186,shanghai,north,hotel,121.3774991,31.1074857,property_000186,user_07,2026-09-14T06:07:26+00:00
form_000187,tenant_08,report,published,idem_000187,shanghai,west,service,121.4808441,31.2450911,report_000187,user_08,2026-09-12T03:31:19+00:00
form_000188,tenant_09,merchant_info,published,idem_000188,shanghai,north,hotel,121.5847635,31.2069446,merchant_info_000188,user_09,2026-09-05T09:34:44+00:00
form_000189,tenant_10,property,published,idem_000189,beijing,west,hotel,116.2454218,40.2543654,property_000189,user_10,2026-09-10T23:07:17+00:00
form_000190,tenant_11,product,published,idem_000190,beijing,west,retail,116.2909187,39.9651701,product_000190,user_11,2026-09-05T04:49:49+00:00
form_000191,tenant_12,report,published,idem_000191,hangzhou,south,restaurant,120.1332061,30.3242032,report_000191,user_12,2026-09-10T13:41:03+00:00
form_000192,tenant_13,property,published,idem_000192,shenzhen,north,service,114.0429136,22.5039805,property_000192,user_13,2026-09-10T06:49:22+00:00
form_000193,tenant_14,property,published,idem_000193,beijing,core,service,116.5519880,39.8605206,property_000193,user_14,2026-09-09T23:21:08+00:00
form_000194,tenant_15,property,published,idem_000194,shenzhen,east,education,114.2720819,22.6949102,property_000194,user_15,2026-09-02T07:19:47+00:00
